Score
-518.4383728839225
-146.6141611583458
-135.50982580825027
-489.58531488330436
-255.49900700109126
-255.78283184166207
-177.1064102514029
-103.12797207120137
-94.15577456762904
-400.2077984176667
-339.535084958245
-220.15833348466523
-185.07972951301454
-142.19774204786523
-372.2530747800822
-313.8418523770575
-423.2705185934931
-497.0260937974399
-342.96251681128456
-125.11634687692379
-280.5224553996377
11.952662886344427
-372.9309268464436
-197.68706053175464
-240.89416359362295
-516.2829708026804
-91.29626911646808
-81.48957521856832
-617.9706893413975
-555.377267046374
-123.7948116806345
-357.07458393490776
-188.80807854068127
-439.78529505026256
-210.06379483063728
-225.40993284752844
-384.7144962027891
-422.0007834843669
-100.58469683054635
-313.8196288887148
-448.1599278371512
-399.0129163319739
-263.5464168316591
-84.89914746803352
-159.2420411357262
-458.52423014490256
-635.7767154142707
-73.00402102449878
-586.4852329181874
-294.7010691067909
-56.49135968811688
-417.75303588969643
-196.2094395414885
-615.081324961514
-121.55392102398837
-33.01920599285124
-326.3283258549592
-133.761297345638
-101.105214031838
-481.7002136273362
-408.22157406884344
-334.2754292198672
-31.525254300729983
-109.26446157421097
-268.76315441889625
-186.07307394552248
-50.99817469474754
-487.6292226385534
-511.27091008540754
-408.7566846601448
-76.91685211939372
-110.89021727315789
-302.4542711525845
-410.8202885803355
-341.3020501311892
-151.92402832772328
-155.4415675883095
-134.92626794846586
-419.76469912472214
-304.0446568935881
-333.62022900719995
-211.40054279346904
-89.80047797904999
-88.34461608833263
-128.25882646586504
-327.3196017213587
-369.8389034900514
-462.2906841446055
-370.6171877359192
-348.621033400252
-194.5232661624043
-313.2427654769742
-366.36318321045434
-542.628449909332
-119.97423935573204
-388.73168202989433
-389.4297060972578
-111.2980993807662
-482.92036651717547
-346.13748168133634
-150.63790758227694
-128.37380090889346
-227.92807432677134
-431.96393750986226
-243.39537161270047
-269.33005078216246
-399.063584531433
-194.07933851932893
-500.9097646263798
-72.07506866362189
-225.62531155168426
-255.41976550202256
-445.71640764330164
-394.8820520194216
-245.1470203858219
-202.6028780880207
-375.9207792631359
-468.54884405587046
-710.6486355998172
-98.7218364440598
-248.26408563362082
-144.06779584446144
-639.3542507934842
-93.57861567605632
-478.39345042806406
-374.39841026070275
-214.68397143168357
-341.6670319102874
-432.5466964604757
-579.0965463194239
-409.49045263345556
-118.22618004965335
-100.1181452617757
-181.05968750709525
-181.40211399065367
-351.75160081375384
-517.5107240699217
-234.4233999910316
-462.34387551713104
-101.09115904114067
-272.93343371803405
-443.9026106392682
-355.6061204631553
-134.20299082729397
-309.2577446875883
-115.9443158314258
-418.81409033905805
-59.443665862280305
-172.45222994385676
-366.5132659691525
-210.15784812274006
-48.31584676577982
-114.74516276931135
-191.46571630653872
-329.35794314642726
-548.6295207188755
-639.128940064716
-190.32151200250433
-285.7941381744998
-367.30738485285013
-198.15109119538835
-122.39582991682555
-529.4067118512339
-166.3319345589967
-566.767097961043
-656.0829955910501
-105.2365449630461
-587.9493328112238
-428.01610379638834
-209.69411089802708
-181.07105034190062
-318.37236593999
-411.46854295399027
-68.12318938423644
-95.47230647131371
-123.12017755686693
-275.15785630389166
-201.42395679759431
-216.20477320303849
-96.1817147440288
-350.93014814332867
-507.6958150175581
-113.57459331348964
-399.37095104002447
-105.99193489795356
-312.54538606578126
-335.13045882854766
-99.85050261185191
-447.8230116738066
-533.0723692455482
-236.43632624952616
-254.5830099511414
-101.67926058208752
-75.76001893616157
-180.71707657105603
-530.9502476758041
-322.58044376937573
-132.83047110727293
-88.65956058345895
-118.06588874404437
-210.87749401659622
-340.75484597788153
-628.7477156433547
-463.59806465037065
-111.43563862093198
-296.133458866023
-511.2351200716911
-311.6521264918075
-90.04520993620616
-339.29356662822806
-201.29045043870696
-165.32862594517567
-330.18465608620363
-267.7636378258369
-662.2359865769203
-307.13523692122806
-168.7892500053047
-83.82478843459482
-539.7116233966681
-449.8327444311107
-183.3194760487686
-534.4424149966987
-115.30241361538793
-191.96576713418804
-52.910813008227315
-150.28594519512188
-218.29302145862306
-512.9515954985271
-664.8587274582206
-85.7046741078743
-264.5682916678734
-96.6764187273888
-368.1457616956823
-107.60821516300783
-138.8867436834847
-370.55817688018294
-158.15317753803612
-332.65689399680264
-472.490311494076
-405.48585720631166
-574.7732917862741
-200.05479869948448
-280.7486468971009
-286.60289575148107
-425.46454023237357
-320.5983159437534
-453.4579046672738
-350.1324008291916
-134.33510871069146
-220.7473042600096
-153.85387912370248
-508.6319312229103
-416.3307555506007
-413.026766899299
-91.46972518515426
-503.4278045232861
-345.8052386805307
-145.8639771911373
-475.68653434943434
-326.01458792600056
-363.7651597837514
-94.70780719724729
-707.4797887404334
-162.17087154647166
-169.93370953110082
-202.17611518033425
-468.3255743629226
-214.02755782386356
-129.6456443943161
-508.3713403446953
-626.7700257173954
-388.6711963608133
-502.4417308870138
-531.1931972526909
-105.08749333055457
-191.6115901022768
-346.4813378915359
-251.54549826436664
-308.59092905663823
-333.06331826640985
-178.97493932358907
-110.20571053554937
-489.0285909287108
-287.1547985998408
-108.1552761232052
-546.0216321359732
-216.9371279320143
-12.239029992695322
-127.78306589121506
-529.6551785213767
-518.1501624003283
-154.0221176945546
-286.53690104050565
-242.05667728626437
-320.00676340144156
-618.1714655711354
-80.73071514891129
-512.7619526393933
-188.81198186372816
-352.40651452706146
-180.8958977789223
-439.7502890701676
-606.3011027114153
-123.6211957674237
-223.955523690601
-87.22213102072665
-134.60650018150096
-388.02365538703947
-206.9088157533723
-358.50438185727666
-560.0495678303812
-370.3338737079002
-195.879574289543
-331.89520843238006
-406.3539096075972
-407.379638966426
-473.062987753277
-148.74180577629232
-131.46526794622747
-353.1099902333701
-275.72999536241684
-446.68597431028047
-145.53415606211942
-355.8804677374105
-135.05945460368974
-116.41438675762522
-150.33950074175067
-428.50917419725084
-71.88670730462998
-396.9780593152346
-370.4825623938017
